item_idx,Module,oBDS_Concept,n_coders,n_unique_codes,disagreement,semantic_disagreement,diversity,mdi,mean_distance,max_distance,interpretation,codes,most_common_code,most_common_count
311,Modul 14,Item_311,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['24028007', '24028007', '24028007', '24028007']",24028007,4.0
312,Modul 14,Item_312,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['7771000', '7771000', '7771000', '7771000']",7771000,4.0
313,Modul 14,Item_313,3,2.0,0.33333333333333337,0.09333333333333334,0.5,0.254,4.666666666666667,6.0,"Moderate (some disagreement, related concepts)","['405813007', '405813007', '10546003']",405813007,2.0
314,Modul 14,Item_314,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['7771000', '7771000', '7771000', '7771000']",7771000,4.0
315,Modul 14,Item_315,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['24028007', '24028007', '24028007', '24028007']",24028007,4.0
316,Modul 14,Item_316,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['51440002', '51440002', '51440002', '51440002']",51440002,4.0
317,Modul 14,Item_317,4,2.0,0.5,0.10666666666666666,0.3333333333333333,0.326,5.333333333333333,7.0,"Difficult (divergent codes, semantic distance)","['260528009', '260528009', '26216008', '26216008']",260528009,2.0
318,Modul 14,Item_318,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['261665006', '261665006', '261665006', '261665006']",261665006,4.0
319,Modul 14,Item_319,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['385432009', '385432009', '385432009', '385432009']",385432009,4.0
320,Modul 14,Item_320,3,2.0,0.33333333333333337,0.06666666666666667,0.5,0.24333333333333335,3.3333333333333335,4.0,"Moderate (some disagreement, related concepts)","['413946009', '413946009', '442371002']",413946009,2.0
321,Modul 14,Item_321,3,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['413947000', '413947000', '413947000']",413947000,3.0
322,Modul 14,Item_322,3,2.0,0.33333333333333337,0.13333333333333333,0.5,0.27,6.666666666666667,9.0,"Moderate (some disagreement, related concepts)","['276213000', '260686004', '276213000']",276213000,2.0
323,Modul 14,Item_323,4,2.0,0.5,0.10666666666666666,0.3333333333333333,0.326,5.333333333333333,7.0,"Difficult (divergent codes, semantic distance)","['33195004', '33195004', '103388001', '103388001']",33195004,2.0
324,Modul 14,Item_324,4,2.0,0.25,0.09,0.3333333333333333,0.19433333333333333,4.5,7.0,"Moderate (some disagreement, related concepts)","['395096001', '395096001', '313226005', '395096001']",395096001,3.0
325,Modul 14,Item_325,1,,,,,,,,Insufficient coders,['721061000124106'],,
326,Modul 14,Item_326,0,,,,,,,,No codes,[],,
327,Modul 14,Item_327,0,,,,,,,,No codes,[],,
328,Modul 14,Item_328,0,,,,,,,,No codes,[],,
329,Modul 14,Item_329,0,,,,,,,,No codes,[],,
330,Modul 14,Item_330,0,,,,,,,,No codes,[],,
331,Modul 14,Item_331,0,,,,,,,,No codes,[],,
332,Modul 14,Item_332,2,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['384692006', '384692006']",384692006,2.0
333,Modul 14,Item_333,2,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['384692006', '384692006']",384692006,2.0
334,Modul 14,Item_334,2,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['384692006', '384692006']",384692006,2.0
335,Modul 14,Item_335,2,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['384692006', '384692006']",384692006,2.0
336,Modul 14,Item_336,3,2.0,0.33333333333333337,0.04,0.5,0.2326666666666667,2.0,2.0,"Moderate (some disagreement, related concepts)","['113120007', '113120007', '399180008']",113120007,2.0
337,Modul 14,Item_337,2,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['113120007', '113120007']",113120007,2.0
338,Modul 14,Item_338,2,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['113120007', '113120007']",113120007,2.0
339,Modul 14,Item_339,2,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['113120007', '113120007']",113120007,2.0
340,Modul 14,Item_340,0,,,,,,,,No codes,[],,
341,Modul 14,Item_341,0,,,,,,,,No codes,[],,
342,Modul 14,Item_342,0,,,,,,,,No codes,[],,
343,Modul 14,Item_343,2,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['64291000052106', '64291000052106']",64291000052106,2.0
344,Modul 14,Item_344,3,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['118640001', '118640001', '118640001']",118640001,3.0
345,Modul 14,Item_345,3,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['399315003', '399315003', '399315003']",399315003,3.0
346,Modul 14,Item_346,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['74964007', '74964007', '74964007', '74964007']",74964007,4.0
347,Modul 14,Item_347,2,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['82107009', '82107009']",82107009,2.0
348,Modul 14,Item_348,3,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['290006006', '290006006', '290006006']",290006006,3.0
349,Modul 14,Item_349,3,2.0,0.33333333333333337,0.13333333333333333,0.5,0.27,6.666666666666667,9.0,"Moderate (some disagreement, related concepts)","['46602004', '73494004', '46602004']",46602004,2.0
350,Modul 14,Item_350,4,3.0,0.5,0.15666666666666665,0.6666666666666666,0.3793333333333333,7.833333333333333,11.0,"Difficult (divergent codes, semantic distance)","['58607005', '285324001', '80347004', '58607005']",58607005,2.0
351,Modul 14,Item_351,4,3.0,0.5,0.15666666666666665,0.6666666666666666,0.3793333333333333,7.833333333333333,11.0,"Difficult (divergent codes, semantic distance)","['89177007', '82371002', '10611004', '89177007']",89177007,2.0
352,Modul 14,Item_352,4,2.0,0.25,0.04333333333333333,0.3333333333333333,0.17566666666666667,2.1666666666666665,3.0,"Moderate (some disagreement, related concepts)","['312253001', '312253001', '1156505006', '312253001']",312253001,3.0
353,Modul 14,Item_353,3,2.0,0.33333333333333337,0.06666666666666667,0.5,0.24333333333333335,3.3333333333333335,4.0,"Moderate (some disagreement, related concepts)","['286630003', '286630003', '46044009']",286630003,2.0
354,Modul 14,Item_354,3,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['74964007', '74964007', '74964007']",74964007,3.0
355,Modul 14,Item_355,4,2.0,0.25,0.03666666666666667,0.3333333333333333,0.173,1.8333333333333333,2.0,"Moderate (some disagreement, related concepts)","['447553000', '447553000', '1263794005', '447553000']",447553000,3.0
356,Modul 14,Item_356,3,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['1368003', '1368003', '1368003']",1368003,3.0
357,Modul 14,Item_357,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['14691008', '14691008', '14691008', '14691008']",14691008,4.0
358,Modul 14,Item_358,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['24853006', '24853006', '24853006', '24853006']",24853006,4.0
359,Modul 14,Item_359,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['32059002', '32059002', '32059002', '32059002']",32059002,4.0
360,Modul 14,Item_360,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['419804008', '419804008', '419804008', '419804008']",419804008,4.0
361,Modul 14,Item_361,0,,,,,,,,No codes,[],,
362,Modul 14,Item_362,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['7770004', '7770004', '7770004', '7770004']",7770004,4.0
363,Modul 14,Item_363,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['48341001', '48341001', '48341001', '48341001']",48341001,4.0
364,Modul 14,Item_364,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['5405008', '5405008', '5405008', '5405008']",5405008,4.0
365,Modul 14,Item_365,3,2.0,0.33333333333333337,0.1733333333333333,0.5,0.28600000000000003,8.666666666666666,12.0,"Moderate (some disagreement, related concepts)","['89457008', '89457008', '74964007']",89457008,2.0
366,Modul 14,Item_366,3,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['445461008', '445461008', '445461008']",445461008,3.0
367,Modul 14,Item_367,1,,,,,,,,Insufficient coders,['371892002'],,
368,Modul 14,Item_368,3,2.0,0.33333333333333337,0.05333333333333333,0.5,0.23800000000000004,2.6666666666666665,3.0,"Moderate (some disagreement, related concepts)","['229028007', '229028007', '282717008']",229028007,2.0
369,Modul 14,Item_369,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['229029004', '229029004', '229029004', '229029004']",229029004,4.0
370,Modul 14,Item_370,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['418931004', '418931004', '418931004', '418931004']",418931004,4.0
371,Modul 14,Item_371,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['229034000', '229034000', '229034000', '229034000']",229034000,4.0
372,Modul 14,Item_372,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['282143001', '282143001', '282143001', '282143001']",282143001,4.0
373,Modul 14,Item_373,3,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['1287742003', '1287742003', '1287742003']",1287742003,3.0
374,Modul 14,Item_374,4,2.0,0.25,0.09,0.3333333333333333,0.19433333333333333,4.5,7.0,"Moderate (some disagreement, related concepts)","['445232009', '445232009', '445232009', '373066001']",445232009,3.0
375,Modul 14,Item_375,2,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['445232009', '445232009']",445232009,2.0
376,Modul 14,Item_376,2,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['445232009', '445232009']",445232009,2.0
377,Modul 14,Item_377,2,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['445232009', '445232009']",445232009,2.0
378,Modul 14,Item_378,3,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['373067005', '373067005', '373067005']",373067005,3.0
379,Modul 14,Item_379,2,2.0,0.5,0.26,1.0,0.45399999999999996,13.0,13.0,"Difficult (divergent codes, semantic distance)","['262202000', '410666004']",262202000,1.0
380,Modul 14,Item_380,1,,,,,,,,Insufficient coders,['261782000'],,
381,Modul 14,Item_381,0,,,,,,,,No codes,[],,
382,Modul 14,Item_382,0,,,,,,,,No codes,[],,
383,Modul 14,Item_383,2,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['419835002', '419835002']",419835002,2.0
384,Modul 14,Item_384,2,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['74964007', '74964007']",74964007,2.0
385,Modul 14,Item_385,1,,,,,,,,Insufficient coders,['413311005'],,
386,Modul 14,Item_386,2,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['419099009', '419099009']",419099009,2.0
387,Modul 14,Item_387,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['261665006', '261665006', '261665006', '261665006']",261665006,4.0
388,Modul 15,Item_388,1,,,,,,,,Insufficient coders,['20558004'],,
389,Modul 15,Item_389,1,,,,,,,,Insufficient coders,['20558004'],,
390,Modul 15,Item_390,4,2.0,0.25,0.09,0.3333333333333333,0.19433333333333333,4.5,7.0,"Moderate (some disagreement, related concepts)","['260413007', '260413007', '395061001', '260413007']",260413007,3.0
391,Modul 15,Item_391,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['255604002', '255604002', '255604002', '255604002']",255604002,4.0
392,Modul 15,Item_392,4,2.0,0.5,0.10666666666666666,0.3333333333333333,0.326,5.333333333333333,7.0,"Difficult (divergent codes, semantic distance)","['1255665007', '1255665007', '6736007', '6736007']",1255665007,2.0
393,Modul 15,Item_393,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['24484000', '24484000', '24484000', '24484000']",24484000,4.0
394,Modul 15,Item_394,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['442452003', '442452003', '442452003', '442452003']",442452003,4.0
395,Modul 15,Item_395,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['399166001', '399166001', '399166001', '399166001']",399166001,4.0
396,Modul 15,Item_396,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['261665006', '261665006', '261665006', '261665006']",261665006,4.0
397,Modul 15,Item_397,1,,,,,,,,Insufficient coders,['711434002'],,
398,Modul 15,Item_398,1,,,,,,,,Insufficient coders,['711434002'],,
399,Modul 15,Item_399,0,,,,,,,,No codes,[],,
400,Modul 15,Item_400,0,,,,,,,,No codes,[],,
401,Modul 16,Item_401,1,,,,,,,,Insufficient coders,['31099001'],,
402,Modul 16,Item_402,3,3.0,0.6666666666666667,0.18666666666666668,1.0,0.508,9.333333333333334,12.0,"Difficult (divergent codes, semantic distance)","['262202000', '363703001', '367565008']",262202000,1.0
403,Modul 16,Item_403,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['373808002', '373808002', '373808002', '373808002']",373808002,4.0
404,Modul 16,Item_404,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['363676003', '363676003', '363676003', '363676003']",363676003,4.0
405,Modul 16,Item_405,3,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['74964007', '74964007', '74964007']",74964007,3.0
406,Modul 16,Item_406,2,2.0,0.5,0.12,1.0,0.398,6.0,6.0,"Difficult (divergent codes, semantic distance)","['260413007', '385432009']",260413007,1.0
407,Modul 16,Item_407,1,,,,,,,,Insufficient coders,['387713003'],,
408,Modul 16,Item_408,2,2.0,0.5,0.16,1.0,0.41400000000000003,8.0,8.0,"Difficult (divergent codes, semantic distance)","['260413007', '262241003']",260413007,1.0
409,Modul 16,Item_409,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['373846009', '373846009', '373846009', '373846009']",373846009,4.0
410,Modul 16,Item_410,4,2.0,0.25,0.11,0.3333333333333333,0.20233333333333334,5.5,9.0,"Moderate (some disagreement, related concepts)","['133858001', '373847000', '373847000', '373847000']",373847000,3.0
411,Modul 16,Item_411,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['277671009', '277671009', '277671009', '277671009']",277671009,4.0
412,Modul 16,Item_412,3,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['74964007', '74964007', '74964007']",74964007,3.0
413,Modul 16,Item_413,3,3.0,0.6666666666666667,0.16,1.0,0.4973333333333334,8.0,9.0,"Difficult (divergent codes, semantic distance)","['276239002', '260686004', '410656007']",276239002,1.0
414,Modul 16,Item_414,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['367336001', '367336001', '367336001', '367336001']",367336001,4.0
415,Modul 16,Item_415,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['169413002', '169413002', '169413002', '169413002']",169413002,4.0
416,Modul 16,Item_416,4,2.0,0.25,0.03666666666666667,0.3333333333333333,0.173,1.8333333333333333,3.0,"Moderate (some disagreement, related concepts)","['76334006', '897713009', '76334006', '76334006']",76334006,3.0
417,Modul 16,Item_417,2,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['448288001', '448288001']",448288001,2.0
418,Modul 16,Item_418,2,2.0,0.5,0.04,1.0,0.366,2.0,2.0,"Difficult (divergent codes, semantic distance)","['367336001', '897713009']",367336001,1.0
419,Modul 16,Item_419,1,,,,,,,,Insufficient coders,['1255831008'],,
420,Modul 16,Item_420,1,,,,,,,,Insufficient coders,['897713009'],,
421,Modul 16,Item_421,1,,,,,,,,Insufficient coders,['76334006'],,
422,Modul 16,Item_422,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['1269349006', '1269349006', '1269349006', '1269349006']",1269349006,4.0
423,Modul 16,Item_423,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['424313000', '424313000', '424313000', '424313000']",424313000,4.0
424,Modul 16,Item_424,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['310341009', '310341009', '310341009', '310341009']",310341009,4.0
425,Modul 16,Item_425,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['373818007', '373818007', '373818007', '373818007']",373818007,4.0
426,Modul 16,Item_426,3,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['74964007', '74964007', '74964007']",74964007,3.0
427,Modul 16,Item_427,2,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['258049002', '258049002']",258049002,2.0
428,Modul 16,Item_428,3,3.0,0.6666666666666667,0.12,1.0,0.4813333333333334,6.0,7.0,"Difficult (divergent codes, semantic distance)","['394906002', '413946009', '398201009']",394906002,1.0
429,Modul 16,Item_429,2,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['105590001', '105590001']",105590001,2.0
430,Modul 16,Item_430,4,4.0,0.75,0.11666666666666665,1.0,0.5216666666666666,5.833333333333333,8.0,"Difficult (divergent codes, semantic distance)","['410942007', '105590001', '900000000000465000', '261217004']",410942007,1.0
431,Modul 16,Item_431,3,3.0,0.6666666666666667,0.1733333333333333,1.0,0.5026666666666667,8.666666666666666,9.0,"Difficult (divergent codes, semantic distance)","['394908001', '410666004', '127489000']",394908001,1.0
432,Modul 16,Item_432,1,,,,,,,,Insufficient coders,['17854005'],,
433,Modul 16,Item_433,2,2.0,0.5,0.08,1.0,0.382,4.0,4.0,"Difficult (divergent codes, semantic distance)","['17854005', '261782000']",17854005,1.0
434,Modul 16,Item_434,2,2.0,0.5,0.08,1.0,0.382,4.0,4.0,"Difficult (divergent codes, semantic distance)","['17854005', '261782000']",17854005,1.0
435,Modul 16,Item_435,1,,,,,,,,Insufficient coders,['261782000'],,
436,Modul 16,Item_436,3,3.0,0.6666666666666667,0.09333333333333334,1.0,0.4706666666666667,4.666666666666667,6.0,"Difficult (divergent codes, semantic distance)","['281013003', '419835002', '419617009']",281013003,1.0
437,Modul 16,Item_437,4,2.0,0.25,0.11,0.3333333333333333,0.20233333333333334,5.5,9.0,"Moderate (some disagreement, related concepts)","['74964007', '74964007', '74964007', '419617009']",74964007,3.0
438,Modul 16,Item_438,4,3.0,0.5,0.08333333333333334,0.6666666666666666,0.35,4.166666666666667,7.0,"Difficult (divergent codes, semantic distance)","['1296859006', '1296859006', '413311005', '419617009']",1296859006,2.0
439,Modul 16,Item_439,3,2.0,0.33333333333333337,0.05333333333333333,0.5,0.23800000000000004,2.6666666666666665,3.0,"Moderate (some disagreement, related concepts)","['18632008', '419099009', '18632008']",18632008,2.0
440,Modul 16,Item_440,3,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['261665006', '261665006', '261665006']",261665006,3.0
441,Modul 16,Item_441,2,2.0,0.5,0.14,1.0,0.406,7.0,7.0,"Difficult (divergent codes, semantic distance)","['261782000', '413947000']",261782000,1.0
442,Modul 17,Item_442,3,2.0,0.33333333333333337,0.14666666666666667,0.5,0.2753333333333334,7.333333333333333,10.0,"Moderate (some disagreement, related concepts)","['263502005', '263502005', '419835002']",263502005,2.0
443,Modul 17,Item_443,3,3.0,0.6666666666666667,0.09333333333333334,1.0,0.4706666666666667,4.666666666666667,6.0,"Difficult (divergent codes, semantic distance)","['410672004', '840643003', '439771001']",410672004,1.0
444,Modul 17,Item_444,1,,,,,,,,Insufficient coders,['386053000'],,
445,Modul 17,Item_445,4,2.0,0.5,0.13333333333333333,0.3333333333333333,0.33666666666666667,6.666666666666667,9.0,"Difficult (divergent codes, semantic distance)","['550991000124107', '550991000124107', '103338009', '103338009']",550991000124107,2.0
446,Modul 17,Item_446,4,2.0,0.5,0.13333333333333333,0.3333333333333333,0.33666666666666667,6.666666666666667,9.0,"Difficult (divergent codes, semantic distance)","['551001000124108', '551001000124108', '103337004', '103337004']",551001000124108,2.0
447,Modul 17,Item_447,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['260388006', '260388006', '260388006', '260388006']",260388006,4.0
448,Modul 17,Item_448,4,2.0,0.5,0.12,0.3333333333333333,0.3313333333333333,6.0,8.0,"Difficult (divergent codes, semantic distance)","['255314001', '255314001', '419835002', '419835002']",255314001,2.0
449,Modul 17,Item_449,0,,,,,,,,No codes,[],,
450,Modul 17,Item_450,1,,,,,,,,Insufficient coders,['84190002'],,
451,Modul 17,Item_451,2,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['550991000124107', '550991000124107']",550991000124107,2.0
452,Modul 17,Item_452,4,3.0,0.5,0.09666666666666666,0.6666666666666666,0.35533333333333333,4.833333333333333,6.0,"Difficult (divergent codes, semantic distance)","['1259237005', '1259237005', '263855007', '246455001']",1259237005,2.0
453,Modul 17,Item_453,2,2.0,0.5,0.14,1.0,0.406,7.0,7.0,"Difficult (divergent codes, semantic distance)","['385432009', '170970005']",385432009,1.0
454,Modul 17,Item_454,3,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['1287211007', '1287211007', '1287211007']",1287211007,3.0
455,Modul 17,Item_455,3,2.0,0.33333333333333337,0.2,0.5,0.2966666666666667,10.0,14.0,"Moderate (some disagreement, related concepts)","['108369006', '277058005', '108369006']",108369006,2.0
456,Modul 17,Item_456,4,2.0,0.5,0.09333333333333334,0.3333333333333333,0.32066666666666666,4.666666666666667,6.0,"Difficult (divergent codes, semantic distance)","['41647002', '58899004', '58899004', '41647002']",41647002,2.0
457,Modul 17,Item_457,3,2.0,0.33333333333333337,0.1733333333333333,0.5,0.28600000000000003,8.666666666666666,12.0,"Moderate (some disagreement, related concepts)","['65320000', '277062004', '65320000']",65320000,2.0
458,Modul 17,Item_458,3,2.0,0.33333333333333337,0.10666666666666666,0.5,0.25933333333333336,5.333333333333333,7.0,"Moderate (some disagreement, related concepts)","['255314001', '255314001', '385651009']",255314001,2.0
459,Modul 17,Item_459,3,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['260388006', '260388006', '260388006']",260388006,3.0
460,Modul 17,Item_460,3,2.0,0.33333333333333337,0.08,0.5,0.2486666666666667,4.0,5.0,"Moderate (some disagreement, related concepts)","['1259237005', '1259237005', '7147002']",1259237005,2.0
461,Modul 17,Item_461,3,2.0,0.33333333333333337,0.12,0.5,0.26466666666666666,6.0,8.0,"Moderate (some disagreement, related concepts)","['64957009', '64957009', '170970005']",64957009,2.0
462,Modul 17,Item_462,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['261665006', '261665006', '261665006', '261665006']",261665006,4.0
463,Modul 17,Item_463,4,2.0,0.25,0.06,0.3333333333333333,0.18233333333333332,3.0,4.0,"Moderate (some disagreement, related concepts)","['1287211007', '1287211007', '876785008', '1287211007']",1287211007,3.0
464,Modul 17,Item_464,3,2.0,0.33333333333333337,0.04,0.5,0.2326666666666667,2.0,2.0,"Moderate (some disagreement, related concepts)","['399656008', '399656008', '59441001']",399656008,2.0
465,Modul 17,Item_465,3,2.0,0.33333333333333337,0.10666666666666666,0.5,0.25933333333333336,5.333333333333333,7.0,"Moderate (some disagreement, related concepts)","['41647002', '399647000', '41647002']",41647002,2.0
466,Modul 17,Item_466,3,2.0,0.33333333333333337,0.06666666666666667,0.5,0.24333333333333335,3.3333333333333335,4.0,"Moderate (some disagreement, related concepts)","['263855007', '263855007', '7147002']",263855007,2.0
467,Modul 17,Item_467,2,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['65320000', '65320000']",65320000,2.0
468,Modul 17,Item_468,3,2.0,0.33333333333333337,0.10666666666666666,0.5,0.25933333333333336,5.333333333333333,7.0,"Moderate (some disagreement, related concepts)","['255314001', '255314001', '385651009']",255314001,2.0
469,Modul 17,Item_469,3,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['260388006', '260388006', '260388006']",260388006,3.0
470,Modul 17,Item_470,3,2.0,0.33333333333333337,0.12,0.5,0.26466666666666666,6.0,8.0,"Moderate (some disagreement, related concepts)","['64957009', '64957009', '170970005']",64957009,2.0
471,Modul 17,Item_471,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['261665006', '261665006', '261665006', '261665006']",261665006,4.0
472,Modul 17,Item_472,4,2.0,0.25,0.06,0.3333333333333333,0.18233333333333332,3.0,4.0,"Moderate (some disagreement, related concepts)","['1287211007', '1287211007', '876785008', '1287211007']",1287211007,3.0
473,Modul 17,Item_473,3,2.0,0.33333333333333337,0.08,0.5,0.2486666666666667,4.0,5.0,"Moderate (some disagreement, related concepts)","['399608002', '399608002', '371497001']",399608002,2.0
474,Modul 17,Item_474,3,2.0,0.33333333333333337,0.12,0.5,0.26466666666666666,6.0,8.0,"Moderate (some disagreement, related concepts)","['41647002', '261985008', '41647002']",41647002,2.0
475,Modul 17,Item_475,4,2.0,0.25,0.11,0.3333333333333333,0.20233333333333334,5.5,9.0,"Moderate (some disagreement, related concepts)","['7147002', '7147002', '399409002', '7147002']",7147002,3.0
476,Modul 17,Item_476,2,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['65320000', '65320000']",65320000,2.0
477,Modul 17,Item_477,3,2.0,0.33333333333333337,0.10666666666666666,0.5,0.25933333333333336,5.333333333333333,7.0,"Moderate (some disagreement, related concepts)","['255314001', '255314001', '385651009']",255314001,2.0
478,Modul 17,Item_478,3,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['260388006', '260388006', '260388006']",260388006,3.0
479,Modul 17,Item_479,3,2.0,0.33333333333333337,0.12,0.5,0.26466666666666666,6.0,8.0,"Moderate (some disagreement, related concepts)","['64957009', '64957009', '170970005']",64957009,2.0
480,Modul 17,Item_480,4,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['261665006', '261665006', '261665006', '261665006']",261665006,4.0
481,Modul 17,Item_481,4,2.0,0.25,0.06,0.3333333333333333,0.18233333333333332,3.0,4.0,"Moderate (some disagreement, related concepts)","['1287211007', '1287211007', '876785008', '1287211007']",1287211007,3.0
482,Modul 18,Item_482,2,1.0,0.0,0.04,0.0,0.016,2.0,2.0,"Easy (high agreement, close concepts)","['225292002', '225292002']",225292002,2.0
